NEXTPM25,PM25,AQI,TEMP,DEWP,WDSP,MXSPD,MAX_,MIN_,PRCP,YEARMODA
27.3229,12.9373,30.8815,60.2,38.9,9.6,29.1,73.4,44.6,0.3,2015-10-01
23.559,27.3229,55.6285,65.5,44.9,5.7,13.6,80.6,46.4,0.0,2015-10-02
90.2188,23.559,51.2535,63.9,49.9,4.4,9.7,77.0,51.8,0.0,2015-10-03
190.331,90.2188,122.3299,62.8,54.7,2.2,5.8,75.9,51.8,0.0,2015-10-04
260.2326,190.331,238.9164,63.7,58.3,3.1,5.8,77.0,55.4,0.0,2015-10-05
258.7138,260.2326,309.1597,66.8,60.4,2.8,5.8,77.0,57.4,0.0,2015-10-06
8.7092,258.7138,305.265,67.9,47.2,8.3,17.5,77.7,57.2,0.0,2015-10-07
16.0174,8.7092,26.6614,57.3,25.7,9.6,23.3,68.0,41.0,0.0,2015-10-08
7.39,16.0174,39.0783,57.4,25.8,12.4,27.2,69.8,46.6,0.0,2015-10-09
9.5923,7.39,20.8726,57.3,25.5,15.0,25.3,60.8,49.6,0.0,2015-10-10
15.3684,9.5923,26.6341,60.4,33.4,9.6,19.4,71.6,42.8,0.0,2015-10-11
29.2361,15.3684,37.5439,62.0,36.0,6.4,13.6,78.3,44.6,0.0,2015-10-12
91.807,29.2361,54.5521,63.5,41.9,3.0,7.8,82.4,46.8,0.0,2015-10-13
103.2544,91.807,123.1754,59.2,48.2,3.4,5.8,71.6,48.2,0.0,2015-10-14
181.0625,103.2544,136.3066,61.6,49.5,3.0,7.8,78.8,48.2,0.0,2015-10-15
291.1701,181.0625,227.6319,60.4,53.9,2.2,3.9,75.2,48.2,0.0,2015-10-16
67.2591,291.1701,340.7361,61.4,51.4,3.6,7.8,72.0,53.6,0.0,2015-10-17
48.8877,67.2591,91.9197,57.5,40.2,5.8,9.7,66.2,46.4,0.0,2015-10-18
77.4674,48.8877,76.4964,54.9,46.6,2.9,5.8,66.2,46.4,0.0,2015-10-19
49.7164,77.4674,105.8297,53.0,47.0,4.4,9.7,57.9,48.2,0.02,2015-10-20
31.0314,49.7164,68.7345,49.9,48.0,2.7,5.8,51.8,46.4,0.33,2015-10-21
50.8,31.0314,44.5679,49.5,45.4,3.2,7.8,52.0,46.9,0.09,2015-10-22
57.5245,50.8,70.2208,54.8,48.2,3.6,7.8,66.2,44.6,0.03,2015-10-23
36.3986,57.5245,80.7552,55.7,43.5,4.2,7.8,68.0,44.6,0.0,2015-10-24
30.5238,36.3986,59.3152,50.7,38.0,3.7,7.8,57.2,46.4,0.19,2015-10-25
14.8478,30.5238,58.1667,49.1,32.5,6.4,19.4,60.8,35.6,0.0,2015-10-26
7.7431,14.8478,43.6558,50.1,26.0,6.5,19.4,62.6,33.8,0.0,2015-10-27
7.1701,7.7431,23.3021,48.9,18.9,8.5,17.5,60.8,32.0,0.0,2015-10-28
20.25,7.1701,23.8715,45.4,16.2,9.1,19.4,55.4,30.2,0.0,2015-10-29
39.04,20.25,39.1389,43.7,26.2,4.1,11.7,59.0,32.0,0.0,2015-10-30
0.0,39.04,58.8436,44.8,29.1,3.2,7.8,62.6,30.2,0.0,2015-10-31
72.2772,63.6368,87.1211,48.3,31.0,4.6,9.7,66.2,33.8,0.0,2015-11-01
137.0632,72.2772,101.007,49.4,33.0,3.6,9.7,68.0,33.8,0.0,2015-11-02
197.3452,137.0632,181.8587,48.9,40.3,3.6,9.7,66.2,37.4,0.0,2015-11-03
135.9392,197.3452,247.5238,53.3,44.2,2.9,5.8,60.8,41.0,0.0,2015-11-04
20.186,135.9392,169.8973,42.4,35.6,9.6,13.6,54.1,33.8,0.0,2015-11-05
21.0278,20.186,29.4912,34.5,32.3,9.8,13.6,36.3,32.0,0.44,2015-11-06
53.3442,21.0278,30.8924,38.1,30.4,7.4,13.6,40.8,33.3,0.0,2015-11-07
119.7038,53.3442,72.9674,39.0,34.3,3.2,7.8,46.4,33.8,0.0,2015-11-08
126.1884,119.7038,158.1812,41.9,38.3,2.6,3.9,44.1,36.7,0.0,2015-11-09
102.3889,126.1884,167.3514,42.1,40.4,2.8,5.8,43.2,41.0,0.0,2015-11-10
146.7745,102.3889,135.875,43.6,39.6,2.4,5.8,45.1,42.4,0.0,2015-11-11
201.6987,146.7745,188.3818,44.5,42.1,2.5,5.8,46.4,41.7,0.0,2015-11-12
256.4982,201.6987,251.3347,44.9,42.1,1.9,3.9,48.7,41.0,0.0,2015-11-13
211.0071,256.4982,306.2234,46.2,42.9,3.0,7.8,51.8,37.4,0.0,2015-11-14
57.3261,211.0071,258.7173,48.5,42.1,3.6,7.8,55.4,41.0,0.0,2015-11-15
61.3225,57.3261,78.9384,42.4,35.4,4.1,5.8,49.1,32.0,0.04,2015-11-16
64.0761,61.3225,84.221,42.8,30.7,5.6,9.7,50.0,34.0,0.0,2015-11-17
76.1215,64.0761,87.4819,40.0,34.5,4.2,5.8,41.4,36.5,0.0,2015-11-18
65.708,76.1215,102.2431,35.6,35.1,4.9,9.7,41.0,32.0,0.08,2015-11-19
42.2281,65.708,88.7664,34.7,33.3,2.4,5.8,35.6,32.0,0.05,2015-11-20
52.5375,42.2281,59.4373,32.1,31.3,3.2,5.8,33.8,32.0,0.07,2015-11-21
29.7878,52.5375,72.1208,26.0,24.6,3.6,5.8,32.9,24.8,0.31,2015-11-22
36.4596,29.7878,42.9469,24.8,14.1,5.3,9.7,32.0,17.6,0.26,2015-11-23
52.8294,36.4596,51.3838,20.2,13.2,3.2,7.8,25.3,14.0,0.79,2015-11-24
27.1514,52.8294,74.119,19.0,4.7,13.4,25.3,30.4,10.4,0.39,2015-11-25
191.7091,27.1514,40.9363,20.2,8.4,4.9,11.7,29.7,14.0,0.0,2015-11-26
253.8297,191.7091,235.7782,25.0,18.2,2.3,5.8,30.2,19.4,0.0,2015-11-27
241.0652,253.8297,302.2065,29.4,24.1,2.2,3.9,32.7,23.0,0.0,2015-11-28
313.8593,241.0652,286.7899,30.3,24.8,2.8,7.8,42.8,23.0,0.0,2015-11-29
0.0,313.8593,314.1481,30.0,28.5,2.3,3.9,36.9,24.4,0.0,2015-11-30
33.1276,477.3833,460.6411,32.6,27.2,5.6,19.4,38.3,28.4,0.0,2015-12-01
9.3671,33.1276,49.5663,34.5,8.8,15.4,21.4,42.1,27.0,0.0,2015-12-02
22.3136,9.3671,23.0175,31.8,7.3,14.7,21.4,36.5,28.4,0.0,2015-12-03
46.6424,22.3136,36.0801,36.7,12.0,10.4,19.4,44.6,23.0,0.0,2015-12-04
115.6377,46.6424,67.0243,34.3,18.7,3.5,7.8,48.2,23.0,0.0,2015-12-05
174.7073,115.6377,151.3442,33.3,25.9,2.2,5.8,42.8,26.6,0.0,2015-12-06
239.2639,174.7073,224.0348,33.3,28.3,2.1,3.9,41.0,28.4,0.0,2015-12-07
239.8571,239.2639,289.2882,34.1,31.9,2.8,5.8,36.0,29.8,0.0,2015-12-08
107.6764,239.8571,289.8432,35.3,33.0,3.8,9.7,41.0,26.6,0.0,2015-12-09
39.5323,107.6764,135.9673,38.0,19.0,7.4,11.7,48.9,24.8,0.0,2015-12-10
118.88,39.5323,55.6616,33.8,18.2,2.7,5.8,44.6,24.8,0.0,2015-12-11
167.9583,118.88,150.2691,30.7,23.0,2.6,5.8,41.7,23.0,0.0,2015-12-12
174.0725,167.9583,207.9458,33.7,27.1,2.2,3.9,39.9,23.0,0.06,2015-12-13
7.4183,174.0725,211.1486,36.3,18.6,9.3,19.4,42.8,28.4,0.01,2015-12-14
6.9488,7.4183,19.008,32.5,4.9,18.1,23.3,39.2,28.4,0.0,2015-12-15
46.9459,6.9488,16.414,27.7,3.3,13.6,23.3,35.6,17.6,0.0,2015-12-16
59.0982,46.9459,66.3514,28.8,9.2,4.2,7.8,39.2,17.6,0.0,2015-12-17
113.0278,59.0982,84.0109,31.1,15.4,3.5,9.7,44.6,19.4,0.0,2015-12-18
186.8514,113.0278,149.3294,29.0,22.8,2.2,3.9,38.7,21.2,0.0,2015-12-19
223.6782,186.8514,235.8696,27.1,23.6,2.5,7.8,36.9,19.4,0.0,2015-12-20
286.2645,223.6782,271.977,29.5,22.0,3.2,5.8,42.8,19.4,0.0,2015-12-21
263.7823,286.2645,324.5906,27.6,25.2,3.0,5.8,33.8,19.4,0.0,2015-12-22
109.9164,263.7823,304.2768,33.5,19.4,3.6,7.8,46.4,19.4,0.0,2015-12-23
454.6182,109.9164,136.5891,29.3,22.0,4.1,13.6,42.8,23.0,0.0,2015-12-24
305.8502,454.6182,437.5527,25.7,24.7,3.2,5.8,28.4,21.2,0.0,2015-12-25
47.5451,305.8502,341.4704,26.4,18.0,4.8,9.7,33.8,21.2,0.0,2015-12-26
102.6319,47.5451,65.5208,18.9,8.3,3.6,5.8,27.0,12.2,0.0,2015-12-27
255.6481,102.6319,135.309,27.2,14.7,3.3,7.8,39.2,17.2,0.0,2015-12-28
105.7882,255.6481,297.0244,27.6,21.0,2.5,7.8,38.1,19.4,0.0,2015-12-29
49.4063,105.7882,124.2222,30.7,12.9,7.9,17.5,44.6,17.6,0.0,2015-12-30
0.0,49.4063,71.0382,27.4,15.3,3.1,5.8,39.6,19.4,0.0,2015-12-31
248.5819,163.5749,206.6167,28.4,19.0,3.4,7.8,41.0,19.4,0.0,2016-01-01
263.7735,248.5819,294.8746,29.7,22.4,2.3,5.8,46.4,21.2,0.0,2016-01-02
51.75,263.7735,303.216,28.8,21.0,4.0,9.7,37.8,21.2,0.0,2016-01-03
27.0417,51.75,69.7958,28.3,1.7,8.6,15.5,35.6,15.8,0.0,2016-01-04
29.3147,27.0417,40.0208,23.7,0.9,6.5,13.6,35.6,12.2,0.0,2016-01-05
11.894,29.3147,47.3531,27.7,1.5,10.7,17.5,39.2,14.0,0.0,2016-01-06
25.6864,11.894,23.6926,26.6,1.7,12.4,17.5,33.8,14.0,0.0,2016-01-07
67.8472,25.6864,41.5436,23.0,2.8,4.4,9.7,35.6,12.2,0.0,2016-01-08
55.4007,67.8472,91.9722,25.8,6.7,3.6,7.8,41.0,14.0,0.0,2016-01-09
11.0906,55.4007,75.676,25.6,1.7,5.3,9.7,35.6,12.2,0.0,2016-01-10
12.8397,11.0906,24.6725,19.5,-3.7,7.6,13.6,30.2,5.0,0.0,2016-01-11
22.7641,12.8397,27.8502,24.2,-5.6,12.8,19.4,30.7,10.4,0.0,2016-01-12
63.8955,22.7641,41.7676,23.4,-3.5,5.5,15.5,37.4,12.2,0.0,2016-01-13
89.8258,63.8955,90.1463,28.1,1.9,5.7,17.5,41.0,14.0,0.0,2016-01-14
128.7257,89.8258,120.2648,30.0,12.1,3.4,7.8,41.0,14.0,0.0,2016-01-15
47.4819,128.7257,168.3681,26.1,14.4,4.4,17.5,30.2,17.6,0.0,2016-01-16
9.5568,47.4819,68.5761,17.6,-1.9,8.3,13.6,25.3,8.6,0.0,2016-01-17
45.907,9.5568,39.3902,13.8,-9.8,9.6,21.4,22.6,3.2,0.0,2016-01-18
110.6285,45.907,68.8791,17.5,-0.3,2.9,7.8,30.2,5.0,0.0,2016-01-19
130.0331,110.6285,146.3576,21.0,10.4,3.3,5.8,26.6,15.3,0.0,2016-01-20
22.486,130.0331,172.2941,20.7,11.3,6.5,19.4,26.6,14.0,0.0,2016-01-21
9.0314,22.486,48.9441,10.0,-18.3,11.4,25.3,17.6,1.4,0.0,2016-01-22
11.2257,9.0314,37.1533,5.2,-23.4,21.4,27.2,8.6,3.2,0.0,2016-01-23
25.9233,11.2257,47.4618,18.4,-8.9,13.8,25.3,25.0,4.8,0.0,2016-01-24
29.4088,25.9233,46.101,28.7,-5.6,12.6,19.4,35.6,13.8,0.0,2016-01-25
88.5439,29.4088,53.6642,26.7,-2.7,8.1,13.6,35.6,8.6,0.0,2016-01-26
121.7657,88.5439,117.7123,24.4,2.9,3.2,5.8,37.4,10.4,0.0,2016-01-27
69.1944,121.7657,158.4091,27.0,4.9,4.0,7.8,41.0,15.8,0.0,2016-01-28
51.191,69.1944,93.6424,21.6,4.1,4.4,7.8,28.4,12.2,0.0,2016-01-29
16.7639,51.191,70.6319,18.8,-6.4,4.9,11.7,26.6,5.0,0.0,2016-01-30
0.0,16.7639,30.4965,24.3,-2.7,8.7,15.5,33.8,8.6,0.0,2016-01-31
25.3937,12.8542,26.5417,28.3,0.5,9.1,17.5,39.2,14.0,0.0,2016-02-01
35.0903,25.3937,38.8328,28.7,-0.4,6.2,9.7,42.8,14.0,0.0,2016-02-02
12.6132,35.0903,51.9375,32.3,1.1,6.8,11.7,46.4,16.7,0.0,2016-02-03
10.0152,12.6132,26.3171,32.4,0.4,8.9,17.5,41.0,26.6,0.0,2016-02-04
36.8611,10.0152,31.6768,30.0,1.5,12.1,21.4,39.2,15.8,0.0,2016-02-05
38.3958,36.8611,54.3681,29.8,3.2,6.0,15.5,44.6,17.6,0.0,2016-02-06
189.9271,38.3958,63.816,32.6,4.7,6.7,19.4,46.4,17.6,0.0,2016-02-07
39.1042,189.9271,187.0556,39.5,8.4,8.6,23.3,53.6,21.2,0.0,2016-02-08
88.7778,39.1042,54.9896,35.8,10.7,4.0,7.8,51.8,21.2,0.0,2016-02-09
157.7778,88.7778,117.8194,36.8,16.3,2.5,5.8,48.2,23.2,0.0,2016-02-10
151.184,157.7778,204.1042,38.5,27.3,3.6,5.8,44.6,26.6,0.0,2016-02-11
11.807,151.184,195.1181,40.3,33.6,7.4,17.5,50.0,28.4,0.31,2016-02-12
7.4097,11.807,24.2667,28.2,4.0,19.5,25.3,36.9,19.4,0.03,2016-02-13
7.338,7.4097,23.3438,25.3,0.1,13.2,23.3,32.0,17.6,0.0,2016-02-14
7.4321,7.338,38.3937,33.7,4.1,12.5,21.4,39.4,18.7,0.0,2016-02-15
38.5938,7.4321,38.8118,36.1,11.3,9.8,19.4,48.2,21.2,0.0,2016-02-16
17.4271,38.5938,55.9132,42.7,11.3,8.4,17.5,50.0,24.3,0.0,2016-02-17
15.9343,17.4271,39.1493,40.0,7.4,8.7,17.5,48.2,30.2,0.0,2016-02-18
13.4167,15.9343,34.0474,34.0,2.1,9.8,19.4,44.6,23.0,0.0,2016-02-19
70.2355,13.4167,27.308,29.5,0.1,8.5,19.4,39.2,15.8,0.0,2016-02-20
76.1111,70.2355,95.3804,32.2,14.9,5.5,13.6,42.8,19.0,0.0,2016-02-21
11.3194,76.1111,109.7292,35.8,6.9,10.2,19.4,48.2,23.9,0.0,2016-02-22
25.3509,11.3194,26.3854,27.2,-2.2,9.0,21.4,37.4,12.2,0.0,2016-02-23
21.4479,25.3509,47.1263,32.7,2.8,6.4,17.5,44.6,17.6,0.0,2016-02-24
33.5072,21.4479,42.2031,35.0,4.1,5.7,11.7,44.6,21.2,0.0,2016-02-25
20.223,33.5072,53.3116,37.3,8.9,7.3,11.7,46.4,21.2,0.0,2016-02-26
32.4132,20.223,33.5714,36.6,16.2,5.3,9.7,48.2,19.4,0.0,2016-02-27
28.9164,32.4132,55.6319,32.3,2.5,11.9,25.3,44.6,21.2,0.0,2016-02-28
0.0,28.9164,43.4634,30.9,6.6,4.1,9.7,39.2,19.4,0.0,2016-02-29
162.5523,110.9549,145.4236,36.4,16.8,3.6,7.8,51.8,23.0,0.0,2016-03-01
263.4564,162.5523,208.9372,48.8,23.1,4.1,9.7,68.0,29.3,0.0,2016-03-02
337.9476,263.4564,312.3554,44.9,33.7,2.7,5.8,59.0,32.0,0.0,2016-03-03
63.6076,337.9476,382.4126,44.6,26.9,5.9,15.5,53.2,35.6,0.0,2016-03-04
66.7238,63.6076,204.7431,42.4,10.5,8.2,21.4,54.3,28.4,0.0,2016-03-05
40.6895,66.7238,112.6399,41.3,18.6,3.7,11.7,51.8,28.4,0.0,2016-03-06
9.9266,40.6895,74.9603,40.8,-0.2,11.7,21.4,51.8,28.4,0.0,2016-03-07
9.0471,9.9266,29.0035,33.8,-4.4,7.5,13.6,44.6,24.8,0.0,2016-03-08
9.8188,9.0471,26.0,34.3,-5.4,10.1,15.5,42.8,24.8,0.0,2016-03-09
19.8252,9.8188,42.6341,35.2,-0.2,9.2,19.4,44.6,19.4,0.0,2016-03-10
99.3406,19.8252,46.4825,37.8,4.5,5.9,9.7,48.2,24.8,0.0,2016-03-11
36.7431,99.3406,131.5507,37.7,17.8,4.4,13.6,49.5,26.6,0.0,2016-03-12
72.4203,36.7431,62.3194,42.9,9.2,6.6,15.5,54.9,26.6,0.0,2016-03-13
128.6118,72.4203,99.192,48.6,16.1,4.4,9.7,62.6,29.5,0.0,2016-03-14
239.9527,128.6118,169.6878,44.0,26.4,3.4,9.7,55.4,30.2,0.0,2016-03-15
284.7003,239.9527,289.88,48.4,34.1,3.4,7.8,62.6,27.5,0.0,2016-03-16
209.8545,284.7003,334.9791,49.8,36.3,3.5,5.8,64.4,37.4,0.0,2016-03-17
60.0694,209.8545,245.9455,59.3,24.4,5.5,11.7,71.6,43.7,0.0,2016-03-18
60.5527,60.0694,90.4236,49.1,26.1,4.8,9.7,59.0,33.8,0.0,2016-03-19
117.5331,60.5527,85.32,51.6,24.6,3.7,7.8,66.2,33.8,0.0,2016-03-20
110.5556,117.5331,155.4878,57.0,31.0,4.6,9.7,68.0,37.2,0.0,2016-03-21
19.8727,110.5556,157.3854,52.1,27.6,5.3,11.7,60.8,37.4,0.0,2016-03-22
11.7368,19.8727,42.3091,42.4,9.0,5.3,9.7,56.3,28.4,0.0,2016-03-23
14.7604,11.7368,29.5404,48.1,11.0,4.6,9.7,59.0,28.4,0.0,2016-03-24
13.1736,14.7604,33.4549,50.0,13.0,5.7,9.7,59.0,35.6,0.0,2016-03-25
13.6836,13.1736,34.0486,57.7,13.2,7.0,13.6,68.0,38.3,0.0,2016-03-26
68.5575,13.6836,38.9527,59.5,14.3,5.7,11.7,71.6,39.2,0.0,2016-03-27
16.5993,68.5575,132.9268,59.4,23.3,6.6,19.4,72.3,41.0,0.0,2016-03-28
25.5486,16.5993,56.6667,61.5,21.0,7.9,17.5,75.2,46.8,0.0,2016-03-29
148.4196,25.5486,54.4097,57.4,25.8,4.9,11.7,71.6,42.8,0.0,2016-03-30
0.0,148.4196,195.1678,64.3,43.7,6.7,13.6,74.5,46.6,0.0,2016-03-31
8.2049,42.2986,110.2222,62.0,28.4,10.8,21.4,71.6,51.8,0.02,2016-04-01
15.7758,8.2049,31.0208,58.5,13.4,7.7,15.5,66.2,46.4,0.01,2016-04-02
68.0481,15.7758,43.6441,57.0,19.4,5.4,11.7,68.0,41.0,0.0,2016-04-03
115.1825,68.0481,96.4963,60.1,37.1,6.6,13.6,71.6,42.8,0.0,2016-04-04
120.7674,115.1825,153.0246,58.7,34.4,6.1,11.7,71.6,44.6,0.0,2016-04-05
95.7535,120.7674,160.5868,57.7,44.6,4.0,9.7,67.8,48.2,0.0,2016-04-06
19.5052,95.7535,143.1319,63.8,12.9,11.7,21.4,75.2,48.2,0.0,2016-04-07
62.8503,19.5052,60.3484,62.6,22.0,8.7,15.5,75.2,41.0,0.0,2016-04-08
0.0,62.8503,109.3653,57.8,27.8,6.1,15.5,78.8,39.2,0.0,2016-04-09
151.194,138.7758,183.1333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
